username,template_name,text,entered,global,id,topic,GUID
yma,core TS config.,"Updates to Core TS hardware configuration:
--Fiber plate:
On Mon, Aug 3/09, we re-measure the fiber holder positions.The current config. is:
(ordering from top to bot.)
FBR holder#    Z (mm,on plate)   FBR #   @P #
    13            126.5           13      13
    15            112.0           15      15
    16            97.0            16      16
    14             84.0           14      14
    2              69.0           2       2 
    3              55.0           3       3
    4              40.0           4       4
    1              25.5           1       1
    5              12.5           6       6
    6              0.0            5       5
    9              -14.0          9       9
    11             -29.0          11      11
    10             -46.5          10      10
    12             -60.0          12      12
    7              -75.0           7      7
    8              -89.0           8      8
Holder 13 is shifted down(toward center) by about 16mm. The rest remain the same as last campaign.
 
--chiller: operation @22C for both
--thermistor (record below are readouts during wp calib, Aug 2/09. +/-0.2C variation from these values are accepted during operation)
   old board: T1=24.7, T2=24.6, T3=24.8, T4=24.6, T5=25.0, T6=24.7, T7=25.2,   T8=25.0
   new board; T1=25.8, T2=25.5, T3=25.9, T4=25.9, T5=25.5, T6=25.7, T7=26.2, T8=25.9
--Polychs: 15-channel operation. active polychs: #1~8, #10~16. 
--HV:  config copy Jul 31/09
--FERA config.
FERA#  0    1  2  3  4   5  6  7  8  9  10 11 12 13 14 15  
Ch:    las  21 10 23 24  37 38 39 40 41 42 43 44 45 46  
FERA#  16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 
Ch:    48 49  L 51 52 53 54 55 56 57 58 59 60 61 62 64 63
FERA#  33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
Ch:    1  2  3  4  47 5  6  7  8  9  X  11 12 13  X 14 15
FERA#  50 51 52 53 54 55 56 57 58 59 60 61 62 63
Ch:    16 17 18 19 20 25 26 27 28 M  30 31 32 R
FERA 47,43 are dead channels. Ch50(943nm @P#13), Ch22 (943nm @P#6)are bad Pre-amp channels, got no gain, therefore not plugged. Ch59 is not plugged.
L--left alignment channel, M--middle, R--right
-------------------------------------------------------------------------
Updates to the model tree:
--apply the new white plate data to '\calib:calib_coef', from /home/yma/hardware/monochromator/calib_09/wp_calib_09.dat
--set the MEM nodes for unplugged channels to 100
   \spect_6.chan01:mem,  \spect_9.chan01~03:MEM, \spect_6.chan01:MEM\spect_13.chan02:MEM
--\Spect_act=[1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]
-- overwrite z_nom with new positions.
-- lookup table.
-----------------------------------------------------------------------------
Updates to the fitting codes:(in analysis dir)
--in calib_data_new, add a block to identify bad channels (no data to be fitted) if the codes read mem node equals 100. set the bad channels equal 0 in the fit_channs array to be not used in fiting.
--updates in the following subroutines:
  analyze_filter.pro, get_data_new.pro, calib_data_new.pro, temp_fit_new.pro
  modification commented by 'yma aug 4 09'
 
      ",8/6/09,,88,THOMPSON        ,{FB7A27CC-D951-E711-ABE8-0050568A3DF0}
murray,boronization,"Start time:       Bottle pressure:  psi
End time:         Bottle pressure:  psi
dP:   psi
TC6:   mTorr
TC9:
TC3:
piezo:    %
rmin/rdwell/rmax: xx/xx/xx cm
tdwell/tsweep:  xx/xxx s
Pulsar set @   xx on / xx off
EF4 current:   A
Post boronization ECDC
----------------------------
1st Gas Setup:
Gas: 
sweep: xx/xx/xx cm
scan: xx/xxx s
Pressure: xe-x Torr 
Duration: 
2nd Gas Setup
Gas: 
sweep: xx/xx/xx cm
scan: xx/xxx s
Pressure: xe-x Torr 
Duration:
-----------------------------",9/11/09,,93,DISCHARGE_CLEAN ,{D27A27CC-D951-E711-ABE8-0050568A3DF0}
rmchurch,brightness,"Brightness Calibration
SETUP
Fstop: 1.8/1.8
Controller Gain: 2/2
ADC Offset: 225/200
photonSetup.pro
Number of Frames: 40
Length of Frames: 50 msec
Time to Start: 0.00 sec
701 background
702 A1 A7 A13 727
703 A2 A8 A14 727
704 A3 A9 A15 727
705 A4 A10 A16 727
706 A5 A11 A17 727
707 A6 A12 A18 727
708 B1 B7 B13 727
709 B2 B8 B14 727
710 B3 B9 B15 727
711 B4 B10 B16 727
712 B5 B11 B17 727
713 B6 B12 B18 727
714 C1 C7 C13 727
715 C2 C8 C14 727
716 C3 C9 C15 727
717 C4 C10 C16 727
718 C5 C11 C17 727
719 C6 C12 C18 727
720 Background 60ms",11/2/09,,106,CXRS,{DE7A27CC-D951-E711-ABE8-0050568A3DF0}
irby,RGA,"RGA Settings
------------
Pumpstack: 
Mass range: 1 to 50
Dwell: 15 ms
Samples/AMU: 4
Auotozero: on
one-scan interval: 30 s
before: init+120
after: recool+240
",2/19/10,,117,RGA,{C57A27CC-D951-E711-ABE8-0050568A3DF0}
irby,TCI,"ref x/y/i: 290/200/142 um/um/uW
p+r x/y/i: 245/875/084 um/um/uW
AGC: 00.50 V
CO2: 30.60 W",2/23/10,,120,TCI             ,{C77A27CC-D951-E711-ABE8-0050568A3DF0}
engops,Availability,,3/4/10,,123,AVAILABILITY,{B77A27CC-D951-E711-ABE8-0050568A3DF0}
engops,Eng Ops,The alternator is experiencing an oil pressure problem the run start may be delayed this morning.,3/4/10,,125,AVAILABILITY,{B87A27CC-D951-E711-ABE8-0050568A3DF0}
jwhughes,Insert image,"<img src=""logbook/jwhughes/*"">",3/8/10,,127,THOMPSON        ,{CB7A27CC-D951-E711-ABE8-0050568A3DF0}
jwhughes,fiberplate,"Fiber plate adjustment: Top motor FWD/REV, Bottom motor FWD/REV for next shot.",3/8/10,,128,THOMPSON        ,{CA7A27CC-D951-E711-ABE8-0050568A3DF0}
duval,bpd,"Pre:  
Post: ",3/17/10,,129,SESSION_LEADER  ,{B67A27CC-D951-E711-ABE8-0050568A3DF0}
rmchurch,wavelength,"Wavelength Calibrations
SETUP
Fstop: 1.8/1.8
Controller Gain: 2/2
ADC Offset: 225/200
photonSetup.pro
Number of Frames: 20
Length of Frames: 300 msec
Time to Start: 0.00 sec
701 background
702 A1 A7 A13
703 A2 A8 A14
704 A3 A9 A15
705 A4 A10 A16
706 A5 A11 A17
707 A6 A12 A18
708 B1 B7 B13
709 B2 B8 B14
710 B3 B9 B15
711 B4 B10 B16
712 B5 B11 B17
713 B6 B12 B18
714 C1 C7 C13
715 C2 C8 C14
716 C3 C9 C15
717 C4 C10 C16
718 C5 C11 C17
719 C6 C12 C18",6/24/10,,131,CXRS,{E37A27CC-D951-E711-ABE8-0050568A3DF0}
MURRAY,LHCD Vis Arc (fizzle),"Visual Arc Detector
LHCD...Did not run (fizzle/disrupt)
.
Note:",6/30/10,,142,LH,{D37A27CC-D951-E711-ABE8-0050568A3DF0}
MURRAY,LHCD Vis Arc (run),"Visual Arc Detector
.
LHCD:.............ran
Faults(#):........
Video:............
Vis. Detects(y/n).
Pnet(W):..........
.
Note: ",6/30/10,,144,LH,{D47A27CC-D951-E711-ABE8-0050568A3DF0}
IRBY,Magnetics_ReCalculation,"Physics Operators-
On Thursday, Sep 24, 2009, the partial flux loop F15 became critically unreliable, failing on essentially every shot despite repeated ""zapping"" by Bob Granetz. There is some irony in the fact that it was probably intentional disruptions produced by Bob's gas jet that finally did the loop in, but it has been intermittently failing with increasing regularity for a couple of weeks.
Fortunately, the F15 loop signal can be replaced by combinations of other loops on the outer wall, so an in-principle exact software workaround for the loss of this signal is available. Unfortunately, the previously coded implementation of this workaround turned out to be buggy, so we lost six hours on Thursday instead of just one or two.
New predictor algorithms have now been prepared and successfully tested off-line, and will be used during plasma operation today. When loading shots or importing segments from shots earlier than 1090925001 you will get the Configuration ID Warning message, telling you to ""recalculate all magnetic predictors"". As usual, this means you will need to
1) go into the Edit Wire screens for each of the magnetics predictors (BR_0,BZ_0,RCUR,ZCUR,RXL,ZXL,RXU,ZXU,SSEP,STRKPSI, ClEARIN) that appear in any loaded or imported segment, noting any values in the OFFSET column
2) hit the CALL button for all rows that have an algorithm name other than CLEAR or CUSTOM
3) Replace any non-zero entries in the OFFSET column which get reset to zero by the CALL.
4) APPLY (or OK) the screen,
5) OK the Factor screen when it pops up, and also any P_INFO warnings that appear.
You do not need to, and generally should not, re-Call predictors for the coil currents, NL04, B21_PROJ, EF2_BY_EF4, or IP as part of this fix.
You should do the preceding operations #1-5 for all segments if you have re-loaded an old shot, but if you do not want to take the time to do this for unused segments, then please hit the ""Zero"" button (bottom of the segment column, first button int the last row above the ""DPCS Loadable Procedures"" box, so that non-fixed predictors aren't left around for the next operator.
Since this fix involves removing a signal from the predictors, the automatic check_predictor routine will flag any wires in active segments which still contain the bad signal by popping up a warning widget during LOAD. If this happens, you need to acknowledge the pop-up, noting which wire(s) are affected, and when the load completes go back and fix the problem. You can test whether you've missed any wires by doing a BUILD_ALL (button just to the left of LOAD) before doing the LOAD.
-- 
Stephen M. Wolfe
M.I.T. Plasma Science and Fusion Center",8/5/10,-1,151,PHYSICS_OPERATOR,{C07A27CC-D951-E711-ABE8-0050568A3DF0}
rmchurch,ninja,"NINJA ON
Trigger: 
Duration: 
Hits Plasma: ",9/3/10,,154,CXRS,{E07A27CC-D951-E711-ABE8-0050568A3DF0}
nthoward,injection,"Impurity injection of CaF2  at 1.0,1.30
Approximate Spot Size: 1.5 mm
Approximate Iris Size: 2 mm
------------------------------------------------
Additional Notes: ",10/13/10,,155,IMPURITIES      ,{D87A27CC-D951-E711-ABE8-0050568A3DF0}
nthoward,injection2,"Impurity injection of CaF2  at
Approximate Spot Size: 1.5 mm
Approximate Iris Size: 2 mm
------------------------------------------------
Additional Notes: ",10/14/10,,157,IMPURITIES      ,{D97A27CC-D951-E711-ABE8-0050568A3DF0}
akanojia,LH_Request_Template,"LH Launcher position with repect to the limiters:   mm
LH Start time:  sec
LH Stop time:  sec
Phasing:  deg 
(n|| -> deg phasing)
1.6->75, 1.9->90, 2.3->110, 2.7->135, 3.1->147
Net Power desired:   kW
LH Run Duration: Half day (morning/afternoon)/Full day
Waveform description:
1) Standard: Square pulse (might have 50 ms initial ramp up)
2) Special: ???? (picket fence, ramp etc.)",11/3/10,-1,159,LH,{9E7A27CC-D951-E711-ABE8-0050568A3DF0}
dominguez,insert_image,"<img src=""logbook/dominguez/1110107021_88l.jpg"">",1/7/11,,161,REFLECTOMETER   ,{B47A27CC-D951-E711-ABE8-0050568A3DF0}
whitea,Insert image,"<img src=""logbook/whitea/*"">",2/15/11,,163,REFLECTOMETER   ,{EA7A27CC-D951-E711-ABE8-0050568A3DF0}
twf,test,&#x266C;,12/1/11,,164,TESTING2        ,{E77A27CC-D951-E711-ABE8-0050568A3DF0}
rmchurch,reset_datx,"edge CXRS
Reset DATX (quit VB program, replugged USB, restart VB program)",12/16/11,,165,CXRS,{E17A27CC-D951-E711-ABE8-0050568A3DF0}
golynyk,olynyk-SL_shot,"Shot 00X
-----------------------------
<strong>Plan:</strong> 
<strong>Result:</strong> ---
<strong>Next shot:</strong> ---",2/2/12,,169,SESSION_LEADER  ,{B97A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,hirexsr_crystal,"HiReX Sr crystal position
Current
He_crysral: 229
H_crystal:-393717(not real)
Next shot
He_crysral:229
H_crystal:4721
",5/1/12,,179,HIREX           ,{A87A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,forcusing,"He-detector position: 
H-detector position: 
sigma:
w line - 
z line - 
a line - 
",5/17/12,,182,HIREX           ,{A27A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,LH Rotation change,"Rotation changed:
0.70-0.95s: -30km/s counter-current direction 
0.95-1.10s: +20km/s co-current direction
LH: 0.75-1.5s",5/19/12,,183,HIREX           ,{AB7A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,HiReX Sr Locked Mode,"Locked mode shot (Bt=5.4, Ip=0.8): 0.65 < t < 1.55",5/22/12,,184,HIREX           ,{A67A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,HiReX locked mode inversion,"Processing He-like and H-like locked mode data (mm/dd/yy)
",5/23/12,,185,HIREX           ,{A47A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,HiReX malfunction,"HiReX-Sr module 1-3 malfunctioned..
ERROR:DMA write timeout DCB 0: received 0x0 dwords ***
ERROR writing DCB 0 register
restart camserver for all 4 modules",5/30/12,,187,HIREX           ,{A57A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,SL_logbook,"plan:
result:
Next: ",6/5/12,,189,SESSION_LEADER  ,{AE7A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,6ms timing,"HiReX Sr timing set to 6ms (417 frames)
",6/5/12,,191,HIREX           ,{A07A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,Mom Calib,HiReXSR moment is calibrated based on this locked mode.,6/5/12,,192,HIREX           ,{AC7A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,MP 609a,"Core rotation modulation:~ -12% ( 3/-22)
GPC Te modulation: ~ 10% at Rmaj = 68cm
GPC Te modulation: ~ 10% at Rmaj = 84cm
nl04 modulation: 1.6%",6/5/12,,193,HIREX           ,{AD7A27CC-D951-E711-ABE8-0050568A3DF0}
IRBY,SL Entry,"changes --------------------------------
results --------------------------------",6/12/12,,195,SESSION_LEADER  ,{C67A27CC-D951-E711-ABE8-0050568A3DF0}
miller,chromex cwl,"Chromex central wavelength changed to:
(this shot included)
Changed from:
",6/14/12,,196,SPECTROSCOPY    ,{CF7A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,HiReX DCB error,DCB error for module 1-4,6/19/12,,197,HIREX           ,{A37A27CC-D951-E711-ABE8-0050568A3DF0}
liao,internal transmission,"Measurement of the spectrometer internal transmission of the A and B channels.
Ocean Optics LS-1-CAL source is connected through the 0.6 mm fiber to the breakout box.
Interference filter is taken off.
Integration time set to: 25 msec.
Background shot: 501
A1-502 B1-517
A2-503 B2-518
A3-504 B3-519
A4-505 B4-520
A5-506 B5-521
A6-507 B6-522
A7-508 B7-523
A8-509 B8-524
A9-510 B9-525
A10-511 B10-526
A11-512 B11-527
A12-513 B12-528
A13-514 B13-529
A14-515 B14-530
A15-516 B15-531
all test shots were saved",6/25/12,,198,CXRS,{CD7A27CC-D951-E711-ABE8-0050568A3DF0}
liao,wavelength calibration,"Instrument function and dispersion measurements:
All channels were illuminated with the Ne Avantes source. The 1 mm fiber was used. Bandpass filter is taken off.
90 frames.
532 background (0.025 sec integration time)
A1-533 B1-548
A2-534 B2-549
A3-535 B3-550
A4-536 B4-551
A5-537 B5-552
A6-538 B6-553
A7-539 B7-554
A8-540 B8-555
A9-541 B9-556
A10-542 B10-557
A11-543 B11-558
A12-544 B12-559
A13-545 B13-560
A14-546 B14-561
A15-547 B15-562
all shots were saved
spectral calibration was saved to shot -1.",6/25/12,,199,CXRS,{CE7A27CC-D951-E711-ABE8-0050568A3DF0}
liao,filter transmission,"Filter Transmission measurements:
All channels were illuminated with the LS CAL 1 source. The 1 mm fiber was used. Bandpass filter is taken off.
90 frames.
563 background (0.025 sec integration time)
A1-564 B1-579
A2-565 B2-580
A3-566 B3-581
A4-567 B4-582
A5-568 B5-583
A6-569 B6-584
A7-570 B7-585
A8-571 B8-586
A9-572 B9-587
A10-573 B10-588
A11-574 B11-589
A12-575 B12-590
A13-576 B13-591
A14-577 B14-592
A15-578 B15-593
all shots were saved",6/25/12,,200,CXRS,{CC7A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,THACO analysis,"THACO analysis is processed. THT = 0
",6/28/12,,201,HIREX           ,{B17A27CC-D951-E711-ABE8-0050568A3DF0}
rmchurch,image logbook,"<img src=""logbook/yourdirectory/image_name.jpg"">",7/26/12,,203,CXRS,{DF7A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,insert_pic,"<img src=""logbook/cgao/1120821003_he.png"">",8/21/12,,204,HIREX           ,{AA7A27CC-D951-E711-ABE8-0050568A3DF0}
IRBY,Reversed Field,"We are going to be operating in reversed field starting on Monday, Aug 20, 2012. Here are the updated notes for how physics operators should deal with the reversed field. These also appear in the logbook, under the PHYSICS_OPERATOR topic, entered on 17-AUG-2012.
Physop notes for reverse field operation:
On invoking PCS for the first run (or doing a LOAD_FROM or IMPORT_SEG from
any shot before 1120817000)
PCS should bring up the configuration warning screens. Read what they say
and note all changes since the date of the shot you are loading. You can
review this information by pushing the ""Show HYBRID Config"" button at the
bottom of the PCS main screen.
If you are starting from a normal field shot, you will need to:
1) modify the sign of the PF and TF currents and voltages.
2) recalculate the error field compensation algorithm (B21_PROJ)
3)  point the DPCS_FIZZLE procedure at the reversed field shot 1060517007
4) If the shot comes from before 12/05/2011, then you need to recalculate
   the magnetics predictors
If you are actually starting from an old reversed field shot from 2011 or earlier, then the currents and voltages should be ok, and probably the
B21_PROJ predictor and the dpcs_fizzle setting will be as well, though
it wouldn't hurt to check.
You will need to recalculate the magnetics predictors. since
a number of flux loops and bp coils have broken and/or been replaced since
the last reversed field run.
Detailed instructions for converting a normal field shot are:
Step 1:
For each segment (it is best to deal with all of them, even the unused
ones, to avoid future accidents), bring up the ALL_P and ALL_V screens
and use the ""FLIP"" menu item (on the pop-up menu under the right mouse
button) to invert the following waveforms:
      ALL_Ps (seg1): IC_OH1,IC_OH2U,IC_EF1U,IC_EF1L,IC_EF2U,IC_EF2L,IC_EF4U,IP
      note: all of the traces in the right-hand column
      ALL_Vs (seg1): OH1_VOLT,CHOPPER,OH2U_VOLT,OH2L_VOLT,EF1U_VOLT,EF1L_VOLT,
      EF2U_VOLT,EF2L_VOLT,EF4_VOLT,EF3_VOLT,TF_CURRENT
      note: everything except the pulse gas lines.
      ALL_Ps (seg2-4) EF2_by_EF4,IC_EF4U,IP (and any other IC_* that may be there)
      ALL_Vs (seg2-4) OH1_VOLT,CHOPPER,OH2U_VOLT,OH2L_VOLT,EF1U_VOLT,EF1L_VOLT,
      EF2U_VOLT,EF2L_VOLT,EF4_VOLT,EF3_VOLT,TF_CURRENT
      note: everything but the pulse gas lines and ACOIL_CUR
Step 2:
If using the B21_PROJ feedback for locked mode control it is necessary
to recalculate the predictor on this wire. Note that the correct acoil
configuration for reverse field is (-Dtop +Dbot +Jtop -Jbot), the reverse
of the normal field direction. This must be properly entered by the
EngOp on his screen, and should be specified on the Physop run plan.
To recalculate the B21_PROJ predictor, click on the button to bring up the
EDIT_WIRE screen. If the EO has already entered the Acoil configuration on
his control screen then it should be sufficient to click the CALL button
on the middle row, for the algorithm ""nonaxi_smw"". However, to be sure that
the correct configuration is used, type the following line
ACOIL_CONFIG=""-DTOP +DBOT +JTOP -JBOT""
into the Keyword Args field, and then click CALL. After the call completes, the
Alg. Version field should read:
 07-Aug-2009,total 2/1 non-axisymmetric field at phi=  18.67 degrees, Acoil=-DTOP+DBOT+JTOP-JBOT
You can then OK the EDIT_WIRE screen, Acknowledge the P_INFO warning, and OK
the Verify Factor screen.
It would be a good idea to change the Segment Title to indicate that
the programming is for reversed field.
Step 3:
The dpcs_fizzle sequence also needs to be changed for reverse field.
Click on the ASYNC_PROS button in the next to the last row on the main
PCS screen, and click on the ""dpcs_fizzle"" menu item. This will bring
up an EDIT_Procedure popup form. Change the value in the field labeled
SOURCE_SHOT to 1060517007. Then OK the EDIT_Procedure screen.
**** IT IS VERY IMPORTANT TO GET THIS RIGHT! ****
If you've started from a recent shot and used IMPORT_SEGMENT to recover
older programming, which I recommend, then the dpcs_xjump and dpcs_piezo_chopper
procedures should be present. It's worthwhile to check these. The dpcs_xjump
threshold (under Paramters) should be set to 1.0e15. The dpcs_piezo_chopper
OUTPUTS field should be a string array containing the names of pulsed gas valves, typically [""pulse_gas1"",""pulse_gas3"",""H-bot     ""].
The remaining question is what to do about the RCUR offset and BR_0 offset
in segment 1 for the startup. I think the sign on RCUR offset should be
reversed, say from 3000 to -3000, but we'll have to see what works. Recent
startups have used a BR_0 offset of 0.001, and probably that should be changed
to -.001. Hopefully we will refine these settings on Monday. ",9/12/12,,215,PHYSICS_OPERATOR,{C47A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,Argon Config,"fill H-bottom with 1 psi Ar Hybrid enabled(PG5) 
0.3s - 0.35s
100V(60V-100V?)
fill B-side lower with 1 psi Ar Hybrid ENABLED (PG1) 
",9/18/12,,217,HIREX           ,{A17A27CC-D951-E711-ABE8-0050568A3DF0}
cgao,HiReX Sr Timing,"From this shot, HiReX Sr timing set to 5ms (500 frames, 200Hz)
From this shot, HiReX Sr timing set to 6ms (417 frames, 167Hz)
From this shot, HiReX Sr timing set to 7ms (357 frames, 142Hz)
From this shot, HiReX Sr timing set to 8ms (312 frames, 125Hz)
From this shot, HiReX Sr timing set to 9ms (278 frames, 111Hz)
From this shot, HiReX Sr timing set to 10ms (250 frames. 100Hz)
From this shot, HiReX Sr timing set to 20ms (125 frames, 50Hz)",10/2/12,,218,HIREX           ,{A77A27CC-D951-E711-ABE8-0050568A3DF0}
mumgaard,MSE-KEFIT summary,"MSE-KEFIT results
All slices saved to /mumgaard/tmp/FINALIZED/1120612005
Written into tree as EFIT14
MSE general processing:
try 9, 0ms averaging, intra-shot correction times 0.52,0.62
Pressure general processing:
P average: 75ms
Impurity: Z=14
Zeff = 3.0
Perr = 2000kPa
Walk corrected Thomson density prior to running recons
LH turn on at 0.7s off at 1.4s, 820kW @ 75deg
Ip= 575kA, Bt=5.4T
nel04= 0.37
0.52s (ohmic baseline 1)
DATA--
 SIR (GPC): 0.75m
 SIR (FRCECE): 0.76m
CONSTRAINTS---
  MSE: no changes
    q:q0=1, q1@ rho=0.16
Pdata: Dropped 1 point at 0.75. Added one at 0.9 p=200, perr=200
   P': 2nd O poly
  FF': 3rd O poly
RESULTS--
    q0: 0.83 
 q1rad: 0.75
 Chi2 mag: 8.07
 Chi2 mse:
 Chi2 pre:
NOTES--
 shape: Good
  pres: Good
  Jtor: Slight upward wings in edge
1.22s (500ms after LH start)
DATA--
 SIR (GPC): NA
 SIR (FRCECE): NA
CONSTRAINTS---
  MSE: no changes
    q: None
Pdata: Added one at 0.9 p=200, perr=200
   P': 3rd O poly
  FF': knots at 0, 0.12, 0.54, 1.0, Tension=5
RESULTS--
    q0: 1.12 
 q1rad: NA
 Chi2 mag: 6.77
 Chi2 mse:
 Chi2 pre:
NOTES--
 shape: Pulled L/R gaps in a bit
  pres: Good
  Jtor: Slight upward wings in edge
",6/4/13,,223,MHD             ,{D07A27CC-D951-E711-ABE8-0050568A3DF0}
